0.959252 0.0580411 0 0.0444414 -0.0157049 0.998889 1.09423
0.92069 0.0499917 0 0.00447625 -0.0314969 0.999494 1.09423
0.935569 0.0201842 0 0.0164836 -0.0309273 0.999386 1.09423
0.995083 0.0990455 0 1.22465e-16 -4.87502e-32 1 1.09423
0.965326 0.0926301 0 0.0519376 -0.00501076 0.998638 1.09423
0.997814 0.0660906 0 1.22465e-16 -4.8767e-32 1 1.09423
0.923813 0.104875 0 0.0103994 -0.0315011 0.99945 1.09423
0.941814 0.129951 0 0.034402 -0.0252016 0.99909 1.09423
0.903975 0.144618 0 -5.29479e-05 -0.030978 0.99952 1.09423
0.941532 0.0814581 0 0.0294175 -0.0294786 0.999132 1.09423
0.923813 0.104875 0 0.0103994 -0.0315011 0.99945 1.09423
0.905812 0.0797991 0 -0.00296331 -0.0299225 0.999548 1.09423
0.92069 0.0499917 0 0.00447625 -0.0314969 0.999494 1.09423
0.941532 0.0814581 0 0.0294175 -0.0294786 0.999132 1.09423
0.905812 0.0797991 0 -0.00296331 -0.0299225 0.999548 1.09423
0.959252 0.0580411 0 0.0444414 -0.0157049 0.998889 1.09423
0.965326 0.0926301 0 0.0519376 -0.00501076 0.998638 1.09423
0.941532 0.0814581 0 0.0294175 -0.0294786 0.999132 1.09423
0.965326 0.0926301 0 0.0519376 -0.00501076 0.998638 1.09423
0.941814 0.129951 0 0.034402 -0.0252016 0.99909 1.09423
0.923813 0.104875 0 0.0103994 -0.0315011 0.99945 1.09423
0.997814 0.0660906 0 1.22465e-16 -4.8767e-32 1 1.09423
0.965326 0.0926301 0 0.0519376 -0.00501076 0.998638 1.09423
0.959252 0.0580411 0 0.0444414 -0.0157049 0.998889 1.09423
0.995083 0.0990455 0 1.22465e-16 -4.87502e-32 1 1.09423
0.991264 0.131892 0 1.01064e-15 -3.37827e-30 1 1.09423
0.965326 0.0926301 0 0.0519376 -0.00501076 0.998638 1.09423
0.975224 -0.0048116 0 0.0528001 0.00132732 0.998604 1.09423
0.999453 -0.0330634 0 1.22465e-16 -4.8766e-32 1 1.09423
1 0 0 1.22465e-16 -4.87694e-32 1 1.09423
0.999453 0.0330634 0 1.22465e-16 -4.87693e-32 1 1.09423
0.967511 0.0266238 0 0.0511044 -0.00829792 0.998659 1.09423
1 0 0 1.22465e-16 -4.87694e-32 1 1.09423
0.941814 0.129951 0 0.034402 -0.0252016 0.99909 1.09423
0.991264 0.131892 0 1.01064e-15 -3.37827e-30 1 1.09423
0.959815 0.155027 0 0.0538412 -0.00239669 0.998547 1.09423
