0.959252 0.0580411 0 0.14196 -0.120407 0.982522 7.98826
0.92069 0.0499917 0 0.116619 -0.209381 0.970855 7.98826
0.935569 0.0201842 0 0.130396 -0.188737 0.973332 7.98826
0.995083 0.0990455 0 1.22465e-16 -4.96165e-32 1 7.98826
0.965326 0.0926301 0 0.133071 -0.0865548 0.98732 7.98826
0.997814 0.0660906 0 1.22465e-16 -4.96165e-32 1 7.98826
0.923813 0.104875 0 0.124473 -0.198949 0.972073 7.98826
0.941814 0.129951 0 0.141513 -0.15376 0.977922 7.98826
0.903975 0.144618 0 0.109943 -0.216388 0.970097 7.98826
0.941532 0.0814581 0 0.138213 -0.168867 0.9759 7.98826
0.923813 0.104875 0 0.124473 -0.198949 0.972073 7.98826
0.905812 0.0797991 0 0.103878 -0.22164 0.96958 7.98826
0.92069 0.0499917 0 0.116619 -0.209381 0.970855 7.98826
0.941532 0.0814581 0 0.138213 -0.168867 0.9759 7.98826
0.905812 0.0797991 0 0.103878 -0.22164 0.96958 7.98826
0.959252 0.0580411 0 0.14196 -0.120407 0.982522 7.98826
0.965326 0.0926301 0 0.133071 -0.0865548 0.98732 7.98826
0.941532 0.0814581 0 0.138213 -0.168867 0.9759 7.98826
0.965326 0.0926301 0 0.133071 -0.0865548 0.98732 7.98826
0.941814 0.129951 0 0.141513 -0.15376 0.977922 7.98826
0.923813 0.104875 0 0.124473 -0.198949 0.972073 7.98826
0.997814 0.0660906 0 1.22465e-16 -4.96165e-32 1 7.98826
0.965326 0.0926301 0 0.133071 -0.0865548 0.98732 7.98826
0.959252 0.0580411 0 0.14196 -0.120407 0.982522 7.98826
0.995083 0.0990455 0 1.22465e-16 -4.96165e-32 1 7.98826
0.991264 0.131892 0 1.01064e-15 -3.37909e-30 1 7.98826
0.965326 0.0926301 0 0.133071 -0.0865548 0.98732 7.98826
0.975224 -0.0048116 0 0.121237 -0.0641473 0.990549 7.98826
0.999453 -0.0330634 0 1.22465e-16 -4.96165e-32 1 7.98826
